"","identifier","log2FoldChange","logCPM","LR","pvalue","padj","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","Symbol"
"2334","ENSG00000105357",0.514376914594283,5.16020456467831,4.6731066542262,0.0306384575778779,1,9606,79784,"FP17425","19","19q13.33","myosin, heavy chain 14, non-muscle","protein-coding","MYH14","myosin, heavy chain 14, non-muscle","O","MYH14 variant protein|myosin heavy chain","MYH14"
"2335","ENSG00000105364",-0.0329453336439048,5.97971851080305,0.0261387043041419,0.871562039383406,1,9606,51073,"CDABP0091","19","19p13.2","mitochondrial ribosomal protein L4","protein-coding","MRPL4","mitochondrial ribosomal protein L4","O","39S ribosomal protein L4, mitochondrial|","MRPL4"
"2336","ENSG00000105371",-1.52716902347783,0.462728933795166,19.7920127457835,8.6342733368823e-06,0.109128580704855,9606,3386,"NULL","19","19p13.2-cen","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)","protein-coding","ICAM4","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)","O","CD242 antigen|LW blood group protein|Lan","ICAM4"
"2337","ENSG00000105372",0.239730857976788,9.61221910119407,1.44582805932214,0.229198557166272,1,9606,6223,"NULL","19","19q13.2","ribosomal protein S19","protein-coding","RPS19","ribosomal protein S19","O","40S ribosomal protein S19","RPS19"
"2338","ENSG00000105373",1.25031525181591,7.50544559531089,26.9594549498303,2.0776830560453e-07,0.00270805209524945,9606,29997,"NULL","19","19q13.3","glioma tumor suppressor candidate region gene 2","protein-coding","GLTSCR2","glioma tumor suppressor candidate region gene 2","O","glioma tumor suppressor candidate region","GLTSCR2"
"2339","ENSG00000105379",0.176395900650099,6.7545923357272,0.799341091982683,0.371290445219616,1,9606,2109,"FP585","19","19q13.3","electron-transfer-flavoprotein, beta polypeptide","protein-coding","ETFB","electron-transfer-flavoprotein, beta polypeptide","O","beta-ETF|electron transfer flavoprotein ","ETFB"
"2340","ENSG00000105393",0.0222168516827101,6.10432943080023,0.0120002302601527,0.912769785549057,1,9606,29086,"HSPC142","19","19p13.11","BRISC and BRCA1 A complex member 1","protein-coding","BABAM1","BRISC and BRCA1 A complex member 1","O","BRCA1-A complex subunit MERIT40|BRISC an","BABAM1"
"2341","ENSG00000105397",-0.185737100809864,5.83521296301243,0.807687149292556,0.368804930376067,1,9606,7297,"NULL","19","19p13.2","tyrosine kinase 2","protein-coding","TYK2","tyrosine kinase 2","O","non-receptor tyrosine-protein kinase TYK","TYK2"
"2342","ENSG00000105398",0.867837204969963,5.1724105707615,10.8028861248947,0.00101341976904163,1,9606,6822,"NULL","19","19q13.3","sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1","protein-coding","SULT2A1","sulfotransferase family, cytosolic, 2A, dehydroepiandrosterone (DHEA)-preferring, member 1","O","alcohol/hydroxysteroid sulfotransferase|","SULT2A1"
"2343","ENSG00000105401",0.0748947771228686,6.86313471530396,0.118748404155852,0.730395930385864,1,9606,11140,"NULL","19","19p13.2","cell division cycle 37","protein-coding","CDC37","cell division cycle 37","O","CDC37 (cell division cycle 37, S. cerevi","CDC37"
"2344","ENSG00000105402",0.391785278157834,7.15393582727868,3.26074886881033,0.0709567147774685,1,9606,8775,"NULL","19","19q13.33","N-ethylmaleimide-sensitive factor attachment protein, alpha","protein-coding","NAPA","N-ethylmaleimide-sensitive factor attachment protein, alpha","O","alpha-SNAP|alpha-soluble NSF attachment ","NAPA"
"2345","ENSG00000105404",0.264224282202834,5.07560524237839,1.29948309920525,0.254307663060291,1,9606,10567,"NULL","19","19q13.2","Rab acceptor 1 (prenylated)","protein-coding","RABAC1","Rab acceptor 1 (prenylated)","O","PRA1 domain family 1|PRA1 family protein","RABAC1"
"2346","ENSG00000105419",1.01208613749654,1.1687259616087,8.99213066927929,0.00271144673990549,1,9606,56917,"NULL","19","19q13.32","Meis homeobox 3","protein-coding","MEIS3","Meis homeobox 3","O","Meis1, myeloid ecotropic viral integrati","MEIS3"
"2347","ENSG00000105426",0.176415873528858,4.36143327368556,0.474230749295394,0.491047237703722,1,9606,5802,"NULL","19","19p13.3","protein tyrosine phosphatase, receptor type, S","protein-coding","PTPRS","protein tyrosine phosphatase, receptor type, S","O","R-PTP-S|R-PTP-sigma|protein tyrosine pho","PTPRS"
"2348","ENSG00000105429",0.86267161807407,6.3098626376041,8.14024875111816,0.00432933442234857,1,9606,1954,"NULL","19","19q12","multiple EGF-like-domains 8","protein-coding","MEGF8","multiple EGF-like-domains 8","O","EGF-like domain-containing protein 4|EGF","MEGF8"
"2349","ENSG00000105438",0.395608553112699,7.69086624167936,3.85431846695992,0.0496180814729424,1,9606,10945,"NULL","19","19q13.3","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1","protein-coding","KDELR1","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1","O","ER lumen protein retaining receptor 1|KD","KDELR1"
"2350","ENSG00000105443",0.0159333801308619,6.27518168820987,0.00622625202203153,0.937106911059571,1,9606,9266,"NULL","19","19q13.33","cytohesin 2","protein-coding","CYTH2","cytohesin 2","O","ARF exchange factor|ARF nucleotide-bindi","CYTH2"
"2351","ENSG00000105447",-0.477443292830793,6.71414698686096,5.99636453443587,0.0143353885996617,1,9606,83743,"NULL","19","19q13.33","glutamate-rich WD repeat containing 1","protein-coding","GRWD1","glutamate-rich WD repeat containing 1","O","CUL4- and DDB1-associated WDR protein 4|","GRWD1"
"2352","ENSG00000105483",-0.105635827320138,5.20113189225594,0.268299271517874,0.60447492356387,1,9606,22900,"NULL","19","19q13.33","caspase recruitment domain family, member 8","protein-coding","CARD8","caspase recruitment domain family, member 8","O","CARD inhibitor of NF-kappaB-activating l","CARD8"
"2353","ENSG00000105486",-0.664864108912612,5.82243851300573,8.32636881219358,0.00390736841782872,1,9606,3978,"NULL","19","19q13.2-q13.3","ligase I, DNA, ATP-dependent","protein-coding","LIG1","ligase I, DNA, ATP-dependent","O","DNA ligase 1|polydeoxyribonucleotide syn","LIG1"
"2354","ENSG00000105497",0.671733760126045,2.25902264673392,6.59665184542592,0.0102170718808999,1,9606,7728,"NULL","19","19q13.4","zinc finger protein 175","protein-coding","ZNF175","zinc finger protein 175","O","zinc finger protein OTK18","ZNF175"
"2355","ENSG00000105499",2.81657432013275,0.819282604303109,63.6915519890017,1.45507239260347e-15,1.96041903455465e-11,9606,8605,"NULL","19","19q13.3","phospholipase A2, group IVC (cytosolic, calcium-independent)","protein-coding","PLA2G4C","phospholipase A2, group IVC (cytosolic, calcium-independent)","O","cytosolic phospholipase A2 gamma|phospho","PLA2G4C"
"2356","ENSG00000105514",0.0235973712050843,3.70456786826585,0.00898269585741218,0.924491888376422,1,9606,9545,"NULL","19","19p13.2","RAB3D, member RAS oncogene family","protein-coding","RAB3D","RAB3D, member RAS oncogene family","O","Rab3D upregulated with myeloid different","RAB3D"
"2357","ENSG00000105516",1.17964789082216,2.33520868950981,22.0457679918133,2.66226004199177e-06,0.0340343323768227,9606,1628,"NULL","19","19q13.3","D site of albumin promoter (albumin D-box) binding protein","protein-coding","DBP","D site of albumin promoter (albumin D-box) binding protein","O","D site-binding protein|albumin D box-bin","DBP"
"2358","ENSG00000105518",-0.0755136725614351,4.09044458116567,0.129137503057342,0.719327986597785,1,9606,374882,"UNQ501/PRO1018","19","19p13.2","transmembrane protein 205","protein-coding","TMEM205","transmembrane protein 205","O","MBC3205","TMEM205"
"2359","ENSG00000105519",0.562088484207402,1.3444686831767,3.45397197350136,0.0630999624444645,1,9606,828,"NULL","19","19p13.3","calcyphosine","protein-coding","CAPS","calcyphosine","O","calcyphosin|calcyphosine 1|thyroid prote","CAPS"
"2360","ENSG00000105520",0.0779931680764596,3.19786718680012,0.0870592282729774,0.767949566887495,1,9606,64748,"NULL","19","19p13.2","lipid phosphate phosphatase-related protein type 2","protein-coding","NULL","NULL","NULL","PRG-4|plasticity related gene 4|plastici","LPPR2"
"2361","ENSG00000105552",0.103326158139774,5.4922705147825,0.236540649582736,0.626715880986006,1,9606,587,"NULL","19","19q13","branched chain amino-acid transaminase 2, mitochondrial","protein-coding","BCAT2","branched chain amino-acid transaminase 2, mitochondrial","O","branched chain aminotransferase 2, mitoc","BCAT2"
"2362","ENSG00000105556",0.0570508487886013,4.66312084735826,0.0609316833573814,0.805029391036003,1,9606,54531,"NULL","19","19p13.3","mesoderm induction early response 1, family member 2","protein-coding","MIER2","mesoderm induction early response 1, family member 2","O","mesoderm induction early response protei","MIER2"
"2363","ENSG00000105559",0.916669929957478,3.10214010800139,10.1398711777075,0.00145096303020859,1,9606,57664,"NULL","19","19q13.33","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4","protein-coding","PLEKHA4","pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4","O","PEPP-1|PH domain-containing family A mem","PLEKHA4"
"2364","ENSG00000105568",0.134916307524245,7.63812023409805,0.410493563906798,0.521719098083523,1,9606,5518,"NULL","19","19q13.41","protein phosphatase 2, regulatory subunit A, alpha","protein-coding","PPP2R1A","protein phosphatase 2, regulatory subunit A, alpha","O","PP2A subunit A isoform PR65-alpha|PP2A s","PPP2R1A"
"2365","ENSG00000105576",-0.142353726011078,6.42386092382262,0.483885197003566,0.486667732554429,1,9606,30000,"NULL","19","19p13.2","transportin 2","protein-coding","TNPO2","transportin 2","O","importin 3|karyopherin beta 2b, transpor","TNPO2"
"2366","ENSG00000105583",-0.19866028876019,5.87163763908578,1.02579197920971,0.311149064045528,1,9606,51398,"CGI-140","19","19p13.2","WD repeat domain 83 opposite strand","protein-coding","WDR83OS","WD repeat domain 83 opposite strand","O","UPF0139 membrane protein C19orf56|WDR83 ","WDR83OS"
"2367","ENSG00000105607",-0.586005197933123,4.96866027123194,7.60848326439443,0.00580943292855388,1,9606,2639,"NULL","19","19p13.2","glutaryl-CoA dehydrogenase","protein-coding","GCDH","glutaryl-CoA dehydrogenase","O","glutaryl-CoA dehydrogenase, mitochondria","GCDH"
"2368","ENSG00000105612",0.826044116582284,4.48120659444552,11.5701630559536,0.00067018541194913,1,9606,1777,"NULL","19","19p13.2","deoxyribonuclease II, lysosomal","protein-coding","DNASE2","deoxyribonuclease II, lysosomal","O","DNase II alpha|DNase II, lysosomal|R3124","DNASE2"
"2369","ENSG00000105613",2.06104256516532,2.3014538723218,55.3460136945755,1.01074636397448e-13,1.35813988927251e-09,9606,22983,"NULL","19","19p13.2","microtubule associated serine/threonine kinase 1","protein-coding","MAST1","microtubule associated serine/threonine kinase 1","O","microtubule-associated serine/threonine-","MAST1"
"2370","ENSG00000105617",1.03594979400812,2.69178928726563,13.3881477928654,0.000253219323228745,1,9606,79165,"XXbac-BCX105G6.2","19","19q13.4","leukocyte receptor cluster (LRC) member 1","protein-coding","LENG1","leukocyte receptor cluster (LRC) member 1","O","leukocyte receptor cluster member 1","LENG1"
"2371","ENSG00000105618",-0.214260322105102,6.34332546505307,1.21523867466729,0.270297092010329,1,9606,26121,"NULL","19","19q13.42","PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)","protein-coding","PRPF31","PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)","O","U4/U6 small nuclear ribonucleoprotein Pr","PRPF31"
"2372","ENSG00000105619",0.0893705423901751,2.7583277882479,0.151823687798475,0.696798633521646,1,9606,29844,"NULL","19","19q13","TCF3 (E2A) fusion partner (in childhood Leukemia)","protein-coding","TFPT","TCF3 (E2A) fusion partner (in childhood Leukemia)","O","INO80 complex subunit F|TCF3 fusion part","TFPT"
"2373","ENSG00000105640",0.251375719010902,9.08080145172085,1.61150101301806,0.204280934240731,1,9606,6142,"NULL","19","19p13","ribosomal protein L18a","protein-coding","RPL18A","ribosomal protein L18a","O","60S ribosomal protein L18a|ribosomal pro","RPL18A"
"2374","ENSG00000105647",-0.0152169689295292,6.35774533204413,0.00511632615496627,0.942977143799046,1,9606,5296,"NULL","19","19q13.2-q13.4","phosphoinositide-3-kinase, regulatory subunit 2 (beta)","protein-coding","PIK3R2","phosphoinositide-3-kinase, regulatory subunit 2 (beta)","O","PI3-kinase subunit p85-beta|PI3K regulat","PIK3R2"
"2375","ENSG00000105655",-0.560009816174512,3.9525035620134,4.71609556228738,0.0298815192205738,1,9606,51477,"NULL","19","19p13.11","inositol-3-phosphate synthase 1","protein-coding","ISYNA1","inositol-3-phosphate synthase 1","O","MI-1-P synthase|MIP synthase|myo-inosito","ISYNA1"
"2376","ENSG00000105656",0.0456865073315803,3.96577259300257,0.0266676837175019,0.870280320546097,1,9606,8178,"NULL","19","19p13.1","elongation factor RNA polymerase II","protein-coding","ELL","elongation factor RNA polymerase II","O","ELL gene (11-19 lysine-rich leukemia gen","ELL"
"2377","ENSG00000105662",1.3808498758424,4.36593738351735,19.2203344767808,1.16466166107698e-05,0.146572670046538,9606,23373,"NULL","19","19p13.11","CREB regulated transcription coactivator 1","protein-coding","CRTC1","CREB regulated transcription coactivator 1","O","CREB-regulated transcription coactivator","CRTC1"
"2378","ENSG00000105664",0.816709166162373,2.09874848356653,4.252876839561,0.0391838996344209,1,9606,1311,"NULL","19","19p13.1","cartilage oligomeric matrix protein","protein-coding","COMP","cartilage oligomeric matrix protein","O","TSP5|cartilage oligomeric matrix protein","COMP"
"2379","ENSG00000105669",0.00221999483619993,7.92931214297268,0.000118671881807586,0.991308286822679,1,9606,11316,"NULL","19","19p13.11","coatomer protein complex, subunit epsilon","protein-coding","COPE","coatomer protein complex, subunit epsilon","O","coatomer epsilon subunit|coatomer subuni","COPE"
"2380","ENSG00000105671",0.109089249785745,6.31320976666625,0.279930771358181,0.596746595214871,1,9606,54555,"NULL","19","19p12","DEAD (Asp-Glu-Ala-Asp) box polypeptide 49","protein-coding","DDX49","DEAD (Asp-Glu-Ala-Asp) box polypeptide 49","O","DEAD box protein 49|probable ATP-depende","DDX49"
"2381","ENSG00000105676",0.365372098678376,6.69012539596301,3.53343774617846,0.0601429670971678,1,9606,93436,"NULL","19","19p13.11","armadillo repeat containing 6","protein-coding","ARMC6","armadillo repeat containing 6","O","armadillo repeat-containing protein 6","ARMC6"
"2382","ENSG00000105677",0.454032173168372,6.54361020473781,4.26947028554227,0.0388030250499017,1,9606,10430,"NULL","19","19q13.1","transmembrane protein 147","protein-coding","TMEM147","transmembrane protein 147","O","protein NIFIE 14|seven transmembrane dom","TMEM147"
"2383","ENSG00000105696",1.03461564773409,1.24637939704335,7.55895020790364,0.00597127654782438,1,9606,25789,"NULL","19","19p12","transmembrane protein 59-like","protein-coding","TMEM59L","transmembrane protein 59-like","O","brain-specific membrane-anchored protein","TMEM59L"
"2384","ENSG00000105697",-0.875320475040729,4.23979293658828,11.5655037661286,0.000671866849675227,1,9606,57817,"UNQ487/PRO1003","19","19q13.1","hepcidin antimicrobial peptide","protein-coding","HAMP","hepcidin antimicrobial peptide","O","hepcidin|liver-expressed antimicrobial p","HAMP"
"2385","ENSG00000105698",0.80376771532553,6.38061745892552,13.559204772349,0.000231155011839758,1,9606,7392,"NULL","19","19q13","upstream transcription factor 2, c-fos interacting","protein-coding","USF2","upstream transcription factor 2, c-fos interacting","O","FOS-interacting protein|c-fos interactin","USF2"
"2386","ENSG00000105699",0.38853486440502,6.47887502504886,2.51575278762103,0.112713797164257,1,9606,51599,"NULL","19","19q13.12","lipolysis stimulated lipoprotein receptor","protein-coding","LSR","lipolysis stimulated lipoprotein receptor","O","LISCH protein|immunoglobulin-like domain","LSR"
"2387","ENSG00000105700",0.370299167696711,5.81071142051769,2.90654175389134,0.0882208589832666,1,9606,79036,"NULL","19","19p13.11","KxDL motif containing 1","protein-coding","KXD1","KxDL motif containing 1","O","UPF0459 protein C19orf50|kxDL motif-cont","KXD1"
"2388","ENSG00000105701",0.120584573008713,6.16714746419083,0.345166550119924,0.556862064867957,1,9606,23770,"NULL","19","19p12","FK506 binding protein 8, 38kDa","protein-coding","FKBP8","FK506 binding protein 8, 38kDa","O","38 kDa FK506-binding protein|38 kDa FKBP","FKBP8"
"2389","ENSG00000105705",-0.217294785305714,5.12859561568916,1.08739052979011,0.297050107115096,1,9606,57794,"NULL","19","19p13.11","SURP and G patch domain containing 1","protein-coding","SUGP1","SURP and G patch domain containing 1","O","RNA-binding protein RBP|SURP and G-patch","SUGP1"
"2390","ENSG00000105707",2.05038699825943,5.70378269154089,92.0848755065258,8.30375800762907e-22,1.1242457966529e-17,9606,3249,"NULL","19","19q13.12","hepsin","protein-coding","HPN","hepsin","O","serine protease hepsin|transmembrane pro","HPN"
"2391","ENSG00000105708",0.117843457946915,3.25507618310814,0.25015853425241,0.616963470739798,1,9606,7561,"NULL","19","19p13.11","zinc finger protein 14","protein-coding","ZNF14","zinc finger protein 14","O","gonadotropin inducible transcription rep","ZNF14"
"2392","ENSG00000105711",0.729631273436765,2.12645807820846,7.06519526642318,0.0078595746880267,1,9606,6324,"NULL","19","19q13.1","sodium channel, voltage-gated, type I, beta subunit","protein-coding","SCN1B","sodium channel, voltage-gated, type I, beta subunit","O","sodium channel beta-1 subunit|sodium cha","SCN1B"
"2393","ENSG00000105722",0.684655718412726,7.09151459484421,6.5090553645698,0.0107326507896065,1,9606,2077,"NULL","19","19q13","Ets2 repressor factor","protein-coding","ERF","Ets2 repressor factor","O","ETS domain-containing transcription fact","ERF"
"2394","ENSG00000105723",0.644130583461747,6.22251772081026,8.18123906218937,0.00423258392903088,1,9606,2931,"NULL","19","19q13.2","glycogen synthase kinase 3 alpha","protein-coding","GSK3A","glycogen synthase kinase 3 alpha","O","GSK-3 alpha|glycogen synthase kinase-3 a","GSK3A"
"2395","ENSG00000105726",-0.061242201834619,6.73531301373519,0.0845360037796752,0.771241947767025,1,9606,57130,"CGI-152","19","19p13.11","ATPase type 13A1","protein-coding","ATP13A1","ATPase type 13A1","O","cation transporting ATPase|probable cati","ATP13A1"
"2396","ENSG00000105732",0.25832751770992,4.92469965283716,1.03168867549353,0.309762376138468,1,9606,64763,"NULL","19","19q13.2","zinc finger protein 574","protein-coding","ZNF574","zinc finger protein 574","O","NULL","ZNF574"
"2397","ENSG00000105738",0.2200665165238,6.84804882180967,0.847729565662803,0.357195427067469,1,9606,23094,"NULL","19","19q13.13","signal-induced proliferation-associated 1 like 3","protein-coding","SIPA1L3","signal-induced proliferation-associated 1 like 3","O","SIPA1-like protein 3|SPA-1-like 3|SPA-1-","SIPA1L3"
"2398","ENSG00000105750",0.20421926316643,2.86446920103849,0.785983361871164,0.375317438744101,1,9606,7639,"NULL","19","19p12","zinc finger protein 85","protein-coding","ZNF85","zinc finger protein 85","O","zinc finger protein 85 (HPF4, HTF1)","ZNF85"
"2399","ENSG00000105755",0.0935565652983569,3.55962168928207,0.192778519009225,0.660614071767583,1,9606,23474,"NULL","19","19q13.31","ethylmalonic encephalopathy 1","protein-coding","ETHE1","ethylmalonic encephalopathy 1","O","ethylmalonic encephalopathy protein 1|he","ETHE1"
"2400","ENSG00000105767",0.0736667721039802,4.42075644218927,0.109096387811434,0.741175239733585,1,9606,199731,"NULL","19","19q13.31","cell adhesion molecule 4","protein-coding","CADM4","cell adhesion molecule 4","O","TSLC1-like 2|TSLC1-like protein 2|immuno","CADM4"
"2401","ENSG00000105771",0.39414680265779,5.07122674196285,3.12943158615173,0.0768905452355123,1,9606,56006,"NULL","19","19q13.31","smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans)","protein-coding","SMG9","smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans)","O","protein SMG9|protein smg-9 homolog","SMG9"
"2402","ENSG00000105778",0.37485940817471,6.50875485572806,3.42567649520581,0.0641899393187505,1,9606,23080,"NULL","7","7p14.3","AVL9 homolog (S. cerevisiase)","protein-coding","AVL9","AVL9 homolog (S. cerevisiase)","O","late secretory pathway protein AVL9 homo","AVL9"
"2403","ENSG00000105792",-0.902718945100095,-0.074425572856068,5.79603617649163,0.0160623455935721,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CFAP69"
"2404","ENSG00000105793",-0.317634877376736,5.33700735834962,2.0834348395154,0.148904773598494,1,9606,85865,"UG0751c10","7","7q21.13","GTP-binding protein 10 (putative)","protein-coding","GTPBP10","GTP-binding protein 10 (putative)","O","GTP-binding protein 10|protein obg homol","GTPBP10"
"2405","ENSG00000105808",2.671481383457,2.74806473998646,26.1770464866988,3.11503317245019e-07,0.00405141214408872,9606,10156,"NULL","7","7q22","RAS p21 protein activator 4","protein-coding","RASA4","RAS p21 protein activator 4","O","Ca2+-promoted Ras inactivator|calcium-pr","RASA4"
"2406","ENSG00000105810",0.552307453374345,5.8349993829654,6.32063754443852,0.0119340713772408,1,9606,1021,"NULL","7","7q21-q22","cyclin-dependent kinase 6","protein-coding","CDK6","cyclin-dependent kinase 6","O","cell division protein kinase 6|serine/th","CDK6"
"2407","ENSG00000105819",-0.365711379659894,6.6453662130035,2.3386272871501,0.126200719460121,1,9606,9512,"NULL","7","7q22.1","peptidase (mitochondrial processing) beta","protein-coding","PMPCB","peptidase (mitochondrial processing) beta","O","mitochondrial processing peptidase beta ","PMPCB"
"2408","ENSG00000105821",-0.0435836144757061,6.18007086824648,0.0405586574494947,0.840392225850096,1,9606,27000,"NULL","7","7q22","DnaJ (Hsp40) homolog, subfamily C, member 2","protein-coding","DNAJC2","DnaJ (Hsp40) homolog, subfamily C, member 2","O","M-phase phosphoprotein 11|dnaJ homolog s","DNAJC2"
"2409","ENSG00000105825",-0.675965570205135,2.34158630254276,5.95446016834025,0.0146800973955268,1,9606,7980,"NULL","7","7q22","tissue factor pathway inhibitor 2","protein-coding","TFPI2","tissue factor pathway inhibitor 2","O","placental protein 5|retinal pigment epit","TFPI2"
"2410","ENSG00000105829",0.134266672894407,4.77614315332523,0.328765521433775,0.566386899498989,1,9606,10282,"NULL","7","7q21.1-q22","Bet1 golgi vesicular membrane trafficking protein","protein-coding","BET1","Bet1 golgi vesicular membrane trafficking protein","O","BET1 homolog|Bet1p homolog|Golgi vesicul","BET1"
"2411","ENSG00000105835",0.675892365962078,6.95047262988882,10.9310566457286,0.000945655465542605,1,9606,10135,"NULL","7","7q22.3","nicotinamide phosphoribosyltransferase","protein-coding","NAMPT","nicotinamide phosphoribosyltransferase","O","NAmPRTase|pre-B cell-enhancing factor|pr","NAMPT"
"2412","ENSG00000105849",-0.392099563438141,5.65948429259638,3.09116172022804,0.0787185894849126,1,9606,221830,"NULL","7","7p21.1","TWIST neighbor","protein-coding","TWISTNB","TWIST neighbor","O","DNA-directed RNA polymerase I subunit RP","TWISTNB"
"2413","ENSG00000105852",-0.672214915378694,3.75288451975763,5.42915682430554,0.0198032384797957,1,9606,5446,"NULL","7","7q21.3","paraoxonase 3","protein-coding","PON3","paraoxonase 3","O","paraoxanase-3|serum paraoxonase/lactonas","PON3"
"2414","ENSG00000105854",-1.07110392484938,8.44286226025616,15.5239611617545,8.14660434782252e-05,0.997062906129999,9606,5445,"NULL","7","7q21.3","paraoxonase 2","protein-coding","PON2","paraoxonase 2","O","A-esterase 2|PON 2|aromatic esterase 2|p","PON2"
"2415","ENSG00000105855",-1.61452794126486,2.18004380266905,34.062690409814,5.33647311092574e-09,7.05535109995493e-05,9606,3696,"NULL","7","7p21.1","integrin, beta 8","protein-coding","ITGB8","integrin, beta 8","O","integrin beta-8","ITGB8"
"2416","ENSG00000105856",0.206774489774804,5.66937867178854,0.7781223374934,0.37771601154518,1,9606,26959,"NULL","7","7q22-q31","HMG-box transcription factor 1","protein-coding","HBP1","HMG-box transcription factor 1","O","HMG box transcription factor 1|HMG box-c","HBP1"
"2417","ENSG00000105865",0.326403716124963,3.66259504868809,1.96525061465707,0.160952886121065,1,9606,11062,"NULL","7","7q22-q31","dihydrouridine synthase 4-like (S. cerevisiae)","protein-coding","DUS4L","dihydrouridine synthase 4-like (S. cerevisiae)","O","protein similar to E.coli yhdg and R. ca","DUS4L"
"2418","ENSG00000105866",-0.132105309328624,4.76206871867953,0.422465536607394,0.515709346298082,1,9606,6671,"NULL","7","7p15.3","Sp4 transcription factor","protein-coding","SP4","Sp4 transcription factor","O","transcription factor Sp4","SP4"
"2419","ENSG00000105875",-0.242027238061599,3.9723863969545,1.12252302799035,0.289375828714653,1,9606,29062,"HSPC049","7","7q33","WD repeat domain 91","protein-coding","WDR91","WD repeat domain 91","O","WD repeat-containing protein 91","WDR91"
"2420","ENSG00000105877",-1.06546682707439,1.06098983484983,6.72810889627728,0.00949051662489119,1,9606,8701,"NULL","7","7p21","dynein, axonemal, heavy chain 11","protein-coding","DNAH11","dynein, axonemal, heavy chain 11","O","axonemal beta dynein heavy chain 11|axon","DNAH11"
"2421","ENSG00000105879",0.114542666839496,5.61885874898319,0.323860594192105,0.569296753981508,1,9606,79872,"NULL","7","7q22.3","Cbl proto-oncogene, E3 ubiquitin protein ligase-like 1","protein-coding","CBLL1","Cbl proto-oncogene, E3 ubiquitin protein ligase-like 1","O","Cas-Br-M (murine) ecotropic retroviral t","CBLL1"
"2422","ENSG00000105887",-0.11760369713756,7.76240079508242,0.356204385554268,0.550621816788895,1,9606,136319,"NULL","7","7q33","myotrophin","protein-coding","MTPN","myotrophin","O","granule cell differentiation protein|pro","MTPN"
"2423","ENSG00000105889",-0.0479352341526916,2.00667983492939,0.029358649575038,0.863953552890802,1,9606,256227,"NULL","7","7p15.3","STEAP family member 1B","protein-coding","STEAP1B","STEAP family member 1B","O","STEAP family protein MGC87042","STEAP1B"
"2424","ENSG00000105894",-0.327450685071613,1.87622100638391,1.15563257532655,0.282373150861939,1,9606,5764,"NULL","7","7q33","pleiotrophin","protein-coding","PTN","pleiotrophin","O","HB-GAM|HBBM|HBGF-8|HBNF-1|OSF-1|heparin ","PTN"
"2425","ENSG00000105926",-0.0426466379513273,6.35054173435596,0.0400833493625998,0.841317703524716,1,9606,51678,"NULL","7","7p15","membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)","protein-coding","MPP6","membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)","O","MAGUK p55 subfamily member 6|MAGUK prote","MPP6"
"2426","ENSG00000105928",0.198936879431098,5.32583544072865,0.72662315214221,0.393979950982282,1,9606,1687,"NULL","7","7p15","deafness, autosomal dominant 5","protein-coding","DFNA5","deafness, autosomal dominant 5","O","inversely correlated with estrogen recep","DFNA5"
"2427","ENSG00000105939",-0.549418919275736,5.74444201043055,5.98297375318366,0.0144446270638689,1,9606,56829,"PRO1677","7","7q34","zinc finger CCCH-type, antiviral 1","protein-coding","ZC3HAV1","zinc finger CCCH-type, antiviral 1","O","ADP-ribosyltransferase diphtheria toxin-","ZC3HAV1"
"2428","ENSG00000105948",-0.633444489035937,3.18295011943208,6.02620082179366,0.014095038932603,1,9606,79989,"NULL","7","7q34","tetratricopeptide repeat domain 26","protein-coding","TTC26","tetratricopeptide repeat domain 26","O","TPR repeat protein 26|tetratricopeptide ","TTC26"
"2429","ENSG00000105953",0.0562554037300704,6.2495148458736,0.0768137331709724,0.781662699354698,1,9606,4967,"NULL","7","7p14-p13","oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)","protein-coding","OGDH","oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)","O","2-oxoglutarate dehydrogenase complex com","OGDH"
"2430","ENSG00000105963",0.99898999710387,2.3508492112828,11.4330606856862,0.000721487393205046,1,9606,11033,"NULL","7","7p22.3","ArfGAP with dual PH domains 1","protein-coding","ADAP1","ArfGAP with dual PH domains 1","O","arf-GAP with dual PH domain-containing p","ADAP1"
"2431","ENSG00000105967",-1.09211983841941,2.98700487699574,9.15872448768508,0.00247535046863276,1,9606,22797,"NULL","7","7q31.2","transcription factor EC","protein-coding","TFEC","transcription factor EC","O","class E basic helix-loop-helix protein 3","TFEC"
